Signal,Frequency_1,Frequency_2,Frequency_3,Frequency_4,Frequency_5
"[  8.82879096 178.69719882 194.12322013 ...  16.3543456  -41.97676157
 -23.44955947]",3275.519842580171,3263.920958616061,3614.1622141391326,51.13475693887932,2450.8793904410195
"[  8.88863926 230.20079326 240.70987146 ... 316.56180822 165.55650899
 -10.80106332]",1712.6872522977528,81.3418630345102,4865.979348988682,2013.431968529137,2105.6172178440916
"[  7.09954013 221.9233995  344.34960114 ...  15.77041846  15.97896464
  15.83569946]",1662.9431845190625,2831.8142938059577,1860.4253576461442,1756.1924389770381,2158.335040833106
"[ -6.41530517 228.90866459 156.18642407 ... 120.29861562 129.46851679
 -32.13404408]",3332.7653856131565,4872.796948110205,3339.2767188250355,4455.921334435841,2628.3923204989956
"[  7.65264406 233.58234515 208.27709398 ... -15.98695042  46.65777746
  -6.52786832]",2037.318018420828,2927.085551122809,1307.9244707679225,2935.492870901388,4852.822788779972
"[   2.29463014  265.60027913  181.15743123 ...  178.59779537    7.45446238
 -152.97667976]",3234.1947543177293,2382.6391166128715,2594.9352946094414,4914.1001836014975,4642.881939746117
"[  8.34544927 142.64380569 213.00020785 ... 187.44505603  70.99591161
 -48.31351612]",2540.688172313354,346.3664670285443,3083.8542498840225,875.1894308391427,1954.734478780658
"[   0.83214234  216.37186401  168.53010681 ...  -16.67781291 -162.17583322
  -62.19993548]",4708.286911077326,3756.037716690643,845.6309249110835,2167.9281889743106,998.2438913436391
"[ -5.82604843 186.15559227 200.58795068 ...  99.32135262  38.27324184
  94.14410972]",938.3271743654933,1015.3167456873269,3806.0706476895643,1965.3920543020017,4117.202382541157
"[  8.71673501 100.86450051 103.0351599  ...  86.40308601  22.70948159
 -21.11596633]",4115.9822306076785,63.384474380638814,2370.190537808685,2073.5508905021456,902.6230029167394
"[   1.11477205  238.90166105  127.0230735  ... -130.41546724 -182.79788977
   71.76938727]",4592.251083111174,292.36372331286077,4525.269482254935,3314.3010400855414,2727.1097789060523
"[ -3.39801534 208.91488946 201.0755134  ... -50.90441507 -47.62540094
  17.32493276]",4060.2948746903535,1171.7231353528625,3005.882537104965,3032.1771973771793,3011.631273486761
"[  1.05210863  94.55886927 157.59897753 ... 112.15643916 117.02941624
 109.77602592]",1914.4681643831377,975.4644723347794,164.04030157005224,2658.2111051379616,3266.659312422856
"[ -2.47032806 174.62628543 245.24195712 ...  13.66942228 -58.33220475
 -66.70789506]",277.36993506070695,2903.7884432996034,232.37352701628416,2875.166585400061,1857.924182359105
"[  -0.66559712  225.20017177  211.91066402 ... -116.66349859 -151.89489894
    5.20828733]",2919.0718240406627,3510.551759518473,4897.1906843646975,1004.0572718427226,2175.2048266376937
"[  1.88956601 154.86168944 192.74347416 ...  86.22401609  62.787442
  30.99236634]",3682.0766610152873,3564.7717498739084,1288.1264615563596,308.07826486101465,1238.2308342636602
"[ -9.3476527  130.81710405  56.03224682 ... -15.35452841  80.40041662
  10.77063014]",206.7326023134125,4642.637834172648,4089.5147140138697,4502.799479950984,493.31542314542327
"[ -0.64961432  84.46423053 117.18949322 ... -54.69071744 -56.67285639
 -35.02904845]",3544.157726776196,3833.7569959681064,1937.949460224316,1207.1423927055403,1930.9726267729018
"[ -0.96569179 195.72197282 154.03584477 ... -24.39087596  54.79075788
  30.69040512]",4310.666007885604,3260.2954175932837,3381.7813837692133,1611.7402523818018,4013.3365400800453
"[   1.21482177  182.29166914  177.39067126 ... -157.98823068  -55.53463305
  124.03498255]",3128.3096542716457,422.0891464302148,4069.397824494069,1265.0766914418148,3219.100731428467
"[  1.93212907 208.49201778 279.06464283 ... 160.37309466  84.2026749
 -65.27739806]",694.701867940919,3272.9515699072776,3308.700484388906,2376.440602437539,2436.7171597225633
"[  1.71562224 183.92276931 209.5502923  ...  56.1270398   86.07737043
  -8.65572348]",2677.4552634398738,778.6249157368109,898.9180578233667,4907.888807420141,2786.5885431506704
"[   3.95196424  125.66018706  129.70711461 ... -191.36973014 -252.9547753
 -211.71659758]",50.65531659382066,234.6387628353229,1078.0558082354994,230.90936310598752,3729.041480394156
"[ -5.26391475 290.64474618 211.51097473 ... -26.10483113 149.73062318
 107.3235859 ]",4045.570248540194,3989.7796200107646,4204.486996559531,935.3114467725117,2450.9257716240295
"[  0.52722869  99.52819949 140.01112166 ...  33.38784254 -27.64210525
 -48.92849262]",3714.249464073653,209.27122646014672,284.5783409720448,2601.833496540424,1658.4992853804222
"[  1.68678199 137.53121404 111.49447013 ... -71.87095691 -66.64349916
   5.98928119]",4613.507333540043,3912.2439082697956,255.0012165978869,2427.9117906222073,2902.811296330773
"[  -0.71992868  252.41046271  186.75475566 ... -105.03685865 -123.42425228
   15.03519661]",1369.1933614851011,3362.1548369117427,4184.971323698875,4499.477751423266,4047.189999838037
"[ -3.55442896 143.34128736 233.73684128 ... -91.27169656 -44.71301723
  33.4693294 ]",1407.3192345093385,654.8392511426724,2724.0210682054726,677.5514316050273,2143.2029423747113
"[ -5.36693897 169.54963675 270.14241031 ...  15.58806447  86.20023858
 104.50645966]",1416.6968662073714,800.3690373817276,1506.1038647687544,2917.4839521052527,827.1081233432176
"[ -9.10836917 192.80734835 309.42372353 ... 134.28910959 146.28404544
 113.96607907]",1035.5864271581966,2308.541961774577,2815.917316572751,951.389760584946,2267.203611245373
"[  5.92708699 191.35592524 200.39152622 ... 172.216885    68.07364825
 -10.73737795]",4777.993452932956,3585.9686449611518,1198.137330127256,2085.4982256954545,1603.5467590422888
"[  -1.79149125  257.17384718  212.59507801 ... -131.97492501   -4.68055786
   96.56405735]",2339.2009235796495,4178.403286258282,4246.4532622451125,3781.8199938501034,3345.9087400822054
"[ -1.08032196 198.56815184 171.0207245  ...  55.34545243  51.55031739
 112.45521304]",944.5750645209552,1534.3203502446445,4720.608940417808,1729.1777423012177,4946.1872003171275
"[  0.36999768 167.04449072 215.88435359 ... 137.71218535 213.70415679
 151.69861047]",3360.5320802765973,2031.4922880002553,974.5477325959168,2728.701368523014,1035.2213149791157
"[ -10.77776763  174.35493349  179.19735272 ...  104.67428509  -60.31700185
 -198.01595416]",2553.8058959967743,3440.7430374836435,3790.9528217547986,37.215571967306644,67.88263519792224
"[-8.39509824e-02  1.66186637e+02  1.19936440e+02 ...  2.01353782e+00
 -8.85944078e+01 -9.87959444e+01]",4784.919025091258,3296.0025532996046,2274.7434350568283,4585.327843515466,1231.7203207001535
"[ -2.43814043 224.13336979 171.8700334  ... -61.2984737   41.88945028
 185.96232922]",996.2308059418663,4125.4470848630235,2836.5921520340576,2777.373037898627,4109.166905419117
"[ -4.7089032  129.3417961  166.60270731 ...   7.97964556   6.61167904
  67.83068112]",2856.235134884302,707.2609650271545,379.1483714689783,3337.9941254230093,455.90603633227994
"[-10.21181169 286.53272504 176.63376665 ...   0.55678755 -39.11457615
  35.5151358 ]",3848.1725962498303,3564.4549261454627,3289.0986460819076,2888.493832842691,4995.106494137981
"[   6.38440699  183.04226697  141.29456976 ... -204.85995339 -136.87697521
   33.32509637]",524.7084589411442,4275.31497836427,3582.275902536872,3613.402973455887,516.5807215344762
"[-3.72983030e+00  1.35427403e+02  1.59593641e+02 ...  1.34823484e+01
  1.33983545e-01  4.36028036e+01]",752.4574363856441,2146.6365248036423,4126.24530268364,1748.910860420355,2998.2022104886837
"[ -2.4432732  172.8161545  148.51011564 ...   4.5000565   85.93499908
 119.66704907]",4838.338662358259,2353.891676608751,1098.2695192489073,2866.5238885998533,4771.597979488423
"[  7.57207419 162.33021502 184.53327821 ... 128.96630625 113.01333797
 131.12821519]",2096.2858966327094,4637.2378582972215,2047.6427235948393,147.3726889544585,744.4803777037454
"[   4.11524674  214.10105328  287.7450252  ...  -66.86939023  -97.9376015
 -122.27470929]",3881.866733046916,503.8536737062393,2346.4479287182367,2527.91154918039,1720.0825479788143
"[ -9.39528234 276.35328962 299.15353846 ... -94.80475684  53.69411072
 125.29434791]",1770.716737888861,4835.473502189882,2190.305497580407,3113.5414503571333,1102.9523785368458
"[ -2.97413838 198.36329509 198.96659559 ... -27.48198838 -46.44704303
 -65.53278826]",4522.997565196554,1340.7062483687228,2658.3387383168047,3563.5989769848475,716.7661191585519
"[ -0.34209534 276.23748294 243.93287901 ... -66.89413916 -41.00437803
  70.65708407]",3111.855509641444,4394.335606615088,3232.747564588877,2444.4269147716564,3371.2059986830045
"[  4.1437369  137.00156551 157.98488287 ...  72.98781336   3.98794426
 -48.30207792]",847.4984846940371,3025.755891019353,4363.9565950618935,204.65366214277117,1804.1711113671063
"[ -0.50166578 205.62363589 136.74035892 ...   5.18409264  37.64175582
   7.35442192]",1914.2625579113871,489.57713616313094,4097.855259465992,4740.52945976807,4277.97098895025
"[ -0.18121631 125.98076035 107.06420125 ... -96.23473511  -8.36710472
  44.24394654]",3287.409958306912,414.678076732318,3705.684778375426,456.6089302777762,4356.349142546292
"[   0.37586278  311.42696053  328.81471015 ... -182.17484146   55.34204497
  208.90253732]",2558.340496583467,2621.0689660059356,3568.529884386282,3852.3599363883795,3702.5168513958247
"[  1.8571744  130.34707792 175.24022095 ...  71.29871532  74.47461077
  15.83082335]",1581.5775620915588,3821.6872481113496,2320.152297916762,724.7077854160997,1531.4420408777673
"[ -2.70531451 160.55225144 256.57733363 ... 187.25191495  65.80987679
 -35.69738715]",2484.869057597569,1337.390403337453,1940.6641174017466,580.4248568642905,686.6031922233137
"[  0.43150645 168.62605508 220.62669794 ... 133.78940323 116.21013136
  93.7335994 ]",3513.1016139475614,2392.54086694592,2135.466369632909,886.1426120610819,938.3802145953873
"[ -6.77549813 202.42690391 182.92601052 ... 139.04018253 147.38734571
  99.59025471]",443.4969891121039,4866.088538744865,4162.762391418138,350.2045960561954,2743.2384725430616
"[  -4.96884618  133.34792548  156.9752411  ...  -25.82365628  -91.95102502
 -190.95865197]",1243.739014069896,768.8347971604644,3861.8389350129273,765.6957777666477,3832.6863643848405
"[ -5.9626926  202.05469072 277.60415357 ... 125.85317773  71.43370315
 -41.84785742]",949.2026513231694,3805.2594374517926,2826.657091345076,916.705936461179,2936.7198009760396
"[  7.86482186 247.41590029 219.84855254 ...  24.65536755  54.3901491
  83.47219518]",4168.11935355827,1108.21247091259,2624.2986694460783,3855.4593737625273,3502.6910563713
"[  0.98958815 130.17410593  88.57843307 ...  51.31107284  53.23393784
  88.88257624]",4590.4861467399105,4890.233107509123,2082.525438935331,1190.5221104184973,553.2278098263749
"[ -1.42024962 351.04362793 298.8595288  ...  12.35785432 116.31735518
  99.60075604]",3985.4184883026496,2048.6025121354905,3208.3913950761234,3697.6542406214908,3880.945332602265
"[  -3.30331948  162.47913968  211.5495118  ... -250.10941629 -147.37285141
  -64.93647167]",2905.2278400832483,3978.5911852079284,819.7524870144617,665.7653518334043,1599.115545309974
"[  5.03980962 107.33642548 151.96760181 ...  16.54525614 -35.81452096
 -98.34576516]",886.1879437946957,493.90851546300803,200.76592329585117,2816.7891714924967,1248.4874558453287
"[   0.74052732  108.04779384  185.18968371 ... -104.94172091  -25.10093718
   68.87195102]",818.9433262239019,1215.318522499308,1409.069907212698,334.10665668207815,2906.293767434447
"[   3.50079262  226.14421035  190.67521515 ...  -22.25328912 -109.76439537
  -22.32681019]",2577.9502110275967,4286.986185081737,3811.3292980482947,1191.195026408876,3933.1086721591078
"[-11.63866503 261.36424197 178.01326797 ...  97.77708631 -29.34280196
  30.8268587 ]",3840.9853173049287,4439.2083632943595,1741.4400783629137,2869.557122981931,4822.1835110307475
"[  3.05105074 220.54214171 177.02469188 ... -39.96459414  34.03210042
  95.11382995]",4786.055124042884,3073.4352179437424,4169.5012221128345,2572.321835201477,2563.0035069890623
"[ -2.21600435 107.22548567 120.15500972 ...  97.29815108 107.40438317
  39.42223503]",1382.7227174085697,882.1881102531387,3888.683713193145,498.3300541959239,380.164460045735
"[ -2.39222169 165.94598778 122.5958813  ...  67.67997045  96.2161562
 128.57686215]",4414.551793380162,1034.3881939801615,3679.85309026437,4961.363359799254,3881.3437113861055
"[  -3.28026765  324.7601722   183.77438286 ...  -78.62891046 -148.40095848
   -5.99200518]",3070.008818283283,3878.2151113456534,4578.2424082582,4349.860973663675,3789.3460031976933
"[  -0.87850909  242.83690837  233.21737102 ... -136.99848261 -101.30024328
  -48.53186033]",1330.8329958324875,3308.9908390829305,2118.9181912536305,4845.416369656255,3485.5677585294206
"[   1.48990451  199.94906596  136.64908124 ...   68.995754    -16.50327534
 -106.90120165]",4503.040226073004,2890.4608676293105,2074.1252214375077,4357.889628341791,230.90163281185335
"[  4.87100332 241.88201256 314.44859383 ... -75.5569754  -78.17452342
 -54.8649623 ]",1951.6789574827912,436.9612109038191,3051.3175295287506,2905.0878220645704,2862.764828130942
"[-3.81789495e+00  1.86370454e+02  2.41806740e+02 ...  1.21781588e-01
 -1.51259910e+01  7.92218508e+00]",867.6166776074923,2418.391545170545,2857.8693960883743,3893.2350614004154,605.0421041131951
"[   5.2372167   233.93335796  212.24576307 ... -212.87415168  -55.03007012
  112.93651444]",3727.4674888922264,4551.3555246504,3862.528194125653,2095.0186988743585,1816.068928094165
"[   0.30257235   86.24815872  164.13920262 ... -183.15962956 -235.52560332
 -254.42125113]",949.9728718086089,590.7721335192916,941.7074826897737,1939.8847765744324,466.6908537650833
"[  -0.54484603  160.95824821  145.57529156 ...  -44.34050351 -105.74193198
  -38.1086695 ]",4040.241785544989,1672.7076010527953,838.1190706304176,4472.219330003321,627.9543977170285
"[  0.49682114 230.03606247 224.48964739 ...  10.58997678 186.86325638
 208.95202889]",3238.5904950456666,3142.454961435006,1642.3745045606713,4059.435135419033,479.541461662688
"[   2.11439681  193.08895374  211.60873839 ... -106.75967299  -44.27248282
   29.03735018]",4839.456346692298,1511.1998838253555,1574.759129386845,3129.3588625257466,2803.9137375055434
"[  7.44818449 205.82019619 128.98401548 ... 164.58982255 183.07684591
  20.91738437]",481.5346974158912,4268.699619613334,3823.663028647169,4434.077643748189,21.142785711982825
"[ -0.51751382 208.70715743 199.78677419 ... 119.68955544 209.51224914
  97.13094243]",4149.622498137358,21.238812104321795,3215.6109262870787,1632.7213402092832,3004.5012748222666
"[ -2.44846193 164.93848611 201.12493361 ... -63.64487693   4.40759731
  37.06228223]",3686.341809251098,2512.5962969926136,389.0510602366167,942.8926688294646,1491.8601281788947
"[ -1.77490262 172.84886604 137.02858336 ... -62.60328273 -52.15420888
 -11.43848514]",2323.027781820342,4871.312206680867,3237.8683519621,4084.5590843013547,1102.7284037171376
"[  -2.10878114  205.86197703  136.02712968 ...  137.98863933  -17.24296097
 -124.78903395]",4005.978838881435,2918.2462134070206,113.45066320556553,3733.633229434247,4348.985094027708
"[  1.52273963 157.78404525 202.87772121 ... 147.73949276 171.02351798
  89.0052407 ]",3031.678555704058,1457.739916587355,540.2226093673764,1540.5510006536913,3244.550707021064
"[  1.54341537 125.94601593 152.18522729 ...  54.62160581 105.96803489
  99.36222556]",3368.4916682845446,2146.611784608943,3012.3360944740425,173.44979553593478,1079.574120416147
"[   2.99308831  248.89355624   91.81205857 ... -140.56037268   92.79189574
   78.19282018]",4426.607263565383,4695.611838455657,4619.704615033428,777.8076349290438,4228.392437188158
"[  -4.84765115  307.64058276  251.85936089 ...   40.16406821  -75.26081661
 -181.77941806]",2132.1463965599096,2708.872266836028,2573.7443521650052,4910.832540188287,4479.136984359757
"[  9.02910462 228.57633898 290.33075179 ...  46.82950128 130.10371371
 178.3244508 ]",2070.5477098495617,1309.4120494610268,4140.362199161983,2461.015736345666,2939.423919690597
"[   5.51136047  145.67399341  228.6412226  ...   47.82952947  -24.98030128
 -114.6586544 ]",748.0794452395625,2110.7991270032276,2382.7308793350358,2092.6905743810603,211.97750810476407
"[  -7.01553049  164.36425565  118.3951943  ...  -24.16418671  -91.23337285
 -137.2349339 ]",4417.159044415097,208.03558901961094,3960.7724645724147,567.8462143087548,689.8249211750604
"[  7.41990082 214.49746208 221.03168331 ... -24.77177988  73.13791667
 130.69693234]",2489.284067642158,2774.4251224709296,210.10138875752975,4327.957216583487,3408.375849638113
"[   1.78694501  311.60954026  193.97321595 ...   69.78954421  -63.57434695
 -163.9278621 ]",4545.423291236351,3630.976693317571,118.97218444396827,4605.88933579622,3265.8383968651406
"[ -0.88247549 211.60061504 225.05981417 ... -76.60810518  53.37158316
 125.67747831]",3745.4494915303603,376.6329480243292,1363.4143568425707,3393.9994656590356,3076.343717142025
"[ -6.65338407 197.4170768  147.54301212 ... -95.58077135 -63.2180096
   7.11917054]",4050.8893596864136,503.92666353721717,4198.317298826883,2016.7410584333998,3524.5455581660126
"[  -1.05285628  281.47473004  376.19047931 ...  -72.33120488 -199.45178127
 -185.31388839]",3327.033919029955,2026.7762139819022,1977.4461649353175,2182.979650967044,2249.9604505188986
"[ -3.82242738 226.76951675 230.33354772 ... -17.68902515  18.03513339
  47.10700858]",3433.971147622795,4894.905106806243,1798.0775315364147,464.15180239932266,3015.3355505633263
"[  -4.83399363  174.76857386  112.89854701 ...  112.66291264  -23.61687018
 -162.72064991]",2683.9012349919735,4088.015976949725,1165.6341314757397,410.4394640444667,4817.929185548538
"[  5.59766529 173.86687669 198.83121766 ... -74.23312304 -98.22922576
 -70.98219395]",2895.2246553720133,3802.2965445749805,518.4191372844972,2985.8005867350766,659.7892572704226
"[  0.20209411 175.54435082 157.4518326  ... 135.6723148   56.15435644
 -17.90185704]",1651.290339086806,526.9013905020391,1324.4287691758482,4570.956957619857,3426.0953439066957
"[  -5.75267533  208.13686218  263.63533874 ...  -34.74026971 -111.40251529
  -85.79401633]",2354.5528442555983,24.866356332508055,3688.127440545511,3264.939281268203,1956.0795368996833
"[ -6.43606322 336.64908713 195.11090462 ... -61.30860849  40.70091559
  43.94659169]",4814.684716688507,3420.5212573181043,4817.613783454243,4071.2330064877997,3333.9430784792494
"[  -7.29644165  166.65070781  216.74811362 ...   83.68308519   -4.49909771
 -142.77732036]",4366.812798328965,1693.8464539637748,1959.6267716864147,1258.538752077265,152.99398007592401
"[ -8.51001816 150.69397811 171.96680053 ... 192.24826924  82.14776608
 -42.05271284]",1271.3607789665482,4818.972822951661,311.54793418783174,1921.6212946410299,3182.835492534813
"[ -7.84180972 179.22712139 248.0276481  ... -41.88162006  24.67921226
  16.19906304]",1201.7479251395966,3290.465015046707,1750.7252693613973,376.1138472071554,3301.4105613530915
"[   3.36363695  170.93332267  192.70479713 ... -157.57415917  -40.97653926
   -1.83344871]",2735.1882440997747,2424.6265559488033,2241.130902832354,50.785014141993635,3958.593954819778
"[  6.40928996 293.68019134 224.51390885 ...  26.62131167 125.39717887
  94.59160747]",2526.47945647195,4800.860154013075,3558.685432587271,3901.305617547352,2558.2458555912576
"[ 3.24534036e-02  2.14816665e+02  2.01593252e+02 ...  1.16716533e+02
  1.16086458e+01 -1.02283624e+02]",3256.7129203052255,3827.30248733637,2739.835367325027,3556.6925941149398,4630.046778006316
"[  0.74328558 149.77674568 149.01175484 ... -66.95491024  20.16258472
  50.77034985]",3264.6394359751075,4536.435083982832,2421.6770273564557,883.1325344287967,626.8802644213686
"[ -0.64378144 172.13833082 243.70472537 ... 194.57045745 220.32614242
 158.96594766]",2465.4095448023527,3655.8085373322483,1613.5016958394137,1931.383859520833,3281.636324896893
"[ -1.02147513 151.28853538 189.43409935 ... -24.13453459   8.35575101
 -33.20214855]",2648.545931055939,998.0323048161764,1079.880525995419,4863.843598672366,519.5715618414888
"[  0.28060233 134.84603135 168.92118706 ...  36.37922931 -15.26689473
 -36.52226509]",1833.4378123263245,3272.9487818058283,2268.3641383353593,2449.0197801718036,123.05729455033968
"[   5.31066546  190.88008696  218.10561155 ...  -27.33193782 -166.06679674
 -163.5897787 ]",649.5134111602937,1090.8379302320807,954.4854924418165,4783.107414137041,1991.9900382096416
"[  1.0359216  291.3910007  168.4888021  ... 137.48173042  27.35887314
 -53.57019705]",3855.9058643152084,4208.72390889145,4728.1564676989265,1985.5910541226544,4066.543768016874
"[  1.32478611 195.72840044 216.69971088 ... 251.34467115 154.44133974
  58.75797063]",3407.7800295563065,4462.136323307554,1176.4421641730946,1433.3574395776184,2526.5766350551735
"[  9.11838771 120.28251214 148.65299492 ...  83.47632762 114.70825136
  73.54312592]",163.56275145474947,2627.253066554439,1162.484729486895,2697.4623205139737,3505.668535530013
"[ -3.67076993 110.60818737 126.53037518 ...  24.32368839 -34.84047518
 -87.99916648]",1796.1788284755924,3122.842423449455,1116.4072952057911,4368.871978389768,225.89327527113426
"[  -4.71487259  237.82440555  251.6009109  ... -169.82517258  -95.53819544
  -12.16364916]",3941.4514940413164,4514.87783751779,1503.1315261541586,2937.083510161969,2559.0513740869706
"[  -0.44353677  234.62379625  172.51293233 ...  -15.51746647 -124.89633782
  -83.85245573]",4223.78890124877,4381.148675977665,907.2111681542792,2755.135318621072,3613.076225179855
"[  -3.92168437  305.54126738  156.13236074 ...   79.03466792  -70.0125791
 -156.56651318]",4592.889734382775,4613.148585438969,1725.876654408163,4832.898096301743,2415.2005507240474
"[ -5.86456952 155.05929417 116.19239772 ... -70.45837922  50.9320332
 107.76387758]",90.15371945418325,3985.4235417834993,2839.607861552088,1281.8587792169326,4717.558201891853
"[   3.74968537  323.97480998  228.13243611 ... -170.74110924 -190.6054763
   63.25677411]",1722.3840445142985,4974.456882384867,4663.300822733237,3165.042466905587,2061.965954783575
"[  -6.75044123   87.52884942  150.72143306 ...  -71.19615746 -125.50876882
 -162.05386129]",764.6752015401518,1945.9717588692095,1277.6922301336735,586.7183950142667,1414.6910007191632
"[  -2.32654988  189.5162034   191.52039926 ...   -7.27182657 -168.36152738
 -162.71447877]",1623.9961716655396,3909.072207644899,2942.1606492841734,2098.7758640123225,3404.9251469510177
"[  -1.7582062   168.74055667  187.53870214 ... -169.84710242 -139.20544582
  -35.11585569]",1361.8333949600458,119.95339785405673,1893.206480518948,2768.9318520410407,4900.402002383797
"[  0.59990423 109.7216492  156.13330633 ... -10.88724089 -51.13481409
 -47.0641911 ]",1500.945938501893,799.3435261064651,1399.6613043116865,4442.282263528631,1953.7202744864276
"[ -7.65588532  96.96043124 141.59940061 ...  56.34402035 142.64827982
 208.68595379]",3739.4499509166294,586.2025897694602,722.2785737741307,445.06381958568414,1788.2764076348446
"[  -2.60721672  210.02219358  248.14658559 ...  -47.19526512 -110.18364663
 -173.52604987]",3188.7072157718594,1746.0049375318329,4268.779201862381,3349.0790576266445,359.7153392454564
"[  7.914152   206.14184641 205.44181771 ... -90.86099083  13.12310293
 177.51202511]",3817.353970910993,3643.357345331929,212.21948803242338,2520.9035787300595,1147.2486925070862
"[   8.74779009  263.14096097  181.50426112 ... -117.45157664  -86.47037043
   69.00000393]",1685.240573921308,4543.608955385648,1944.1941348900555,3478.0404251204473,4564.288635070228
"[  5.37952841 176.75182649 202.02416178 ... -12.13404845 -62.99971431
 -38.99736052]",4992.1783886550065,2247.4803139171377,2657.965174926339,411.6956837664984,2698.424679099551
"[  -4.15168472  101.67005058  154.69306059 ...   91.66277707  -16.50855737
 -113.58093675]",3035.8245751265267,20.80732426310456,104.15073641225455,1680.6745034726516,640.4618787077454
"[ -8.5723945  207.55677993 171.1140634  ... -69.18391405  45.39978514
 161.33193042]",4779.5036604457755,1253.3772236843706,2795.5097939851944,3266.1766978964474,4757.453541001377
"[ 10.17315873 149.94075437 167.25388098 ... 151.13243954  72.52052912
  75.16276811]",801.2530176284863,333.1564675052821,4220.157875839018,667.5103757706763,1881.5521244505148
"[ -5.87930416 124.28417461 183.04658734 ... 128.93934221 190.58559249
 185.15197801]",878.7947822863081,3376.544420454095,391.3885668665476,2099.4577027180803,1229.2351960277472
"[ -4.1172741  142.87864616 173.71563135 ...  52.09485134  77.31393856
  87.75434558]",419.40770554005957,550.4132996189783,234.65249949136614,3683.336821975149,2824.7145780879196
"[   6.67698265  228.88050857  153.38953248 ... -104.19275497 -113.89688507
 -105.37555031]",2644.8214571223334,21.758445550319315,2430.2520816542687,4603.581842407449,4336.115838509498
"[ -6.33100186 154.28978395 237.18891301 ... -34.58039847 -10.00432666
 -24.13120547]",817.76148207726,513.2534893962904,2592.423777747059,1334.9207650617539,1849.8196406091415
"[  3.46752119 235.13528045 156.10041646 ... 105.17564689  98.4294653
 -39.12686042]",3606.6133879932872,4808.972819849207,3553.5599793451956,581.5070750330592,1360.9596442775648
"[  -2.76874085  173.48843888  147.27596244 ... -106.09304635   16.0252626
   66.79181119]",4192.3567945019395,3501.535789608499,1951.9260360239089,147.59538192642037,323.0393050758266
"[ 1.48026565e-01  1.86371270e+02  2.05350169e+02 ... -2.66379711e+01
 -2.00235982e+01  9.74576525e+01]",3863.0426509230665,2992.1804237440747,2978.3726893294884,183.310031067138,1402.1605051190047
"[  4.78695776 153.94600333  94.39361559 ...  12.00452353  75.88289812
 -63.70325767]",3760.6547360667923,469.0453011155735,4790.684236939939,4627.844222188083,1168.9020942163281
"[  0.63873623 310.88565588 189.34206911 ... -93.78678245  88.65124888
 221.44983432]",4776.362884829337,3805.492770365844,4418.3993447768635,3509.6380055299105,3598.5969584044556
"[  -0.48541328  204.10065591  207.35551856 ...   53.03627242 -105.86214463
 -161.50734908]",3381.3699686098685,2983.83588064841,3822.96992270888,3837.009966891738,2898.9612460620606
"[   2.85050254  200.01305066  231.73118605 ...   35.67658086  -96.33666179
 -151.13902366]",3954.0413233854097,2483.1874571094218,2761.901723400272,3207.692191456098,916.5922820590722
"[  8.3960651  189.38772223 189.78254467 ...  37.31355396 -61.32436938
 -57.32565667]",1405.0103138555307,4945.247263049542,1774.8758812333585,1641.4118289427854,4386.0119067045325
"[   0.9365161   148.59035359  143.58580116 ...  -42.36949227 -117.78159833
  -78.52171317]",410.59300156696094,4056.969212791276,1488.6734055839663,3804.2079169396825,2354.121526110411
"[  4.1441023  186.10405871 230.2198907  ...  31.77773136  32.06083403
  54.00274268]",3511.071390334675,1738.6275410696321,4488.814554838206,827.2567621578861,2185.173909708492
"[   4.50840573  198.7854589   182.76542976 ...    5.17625873 -120.83261171
  -67.76890349]",4073.2356667686154,1893.708049025149,424.29802679228743,4131.120777149467,1955.1548922107334
"[ -2.17480526 120.80969308 171.45456107 ... -51.43968739 -13.69412165
  35.76556203]",2169.768098718111,1418.5157252646127,3802.4750500640994,3022.2952736169564,1531.0514574993158
"[  5.76278745 165.90068947 189.32169358 ...  69.19179105  -1.46351654
 -25.12980485]",3096.935156461044,3753.6039665368926,3717.0912576222,1405.384783750946,1425.652951216448
"[ -0.68708592 154.63411948 211.5303793  ... -19.30148772  14.30371911
  25.45188919]",1192.848939205435,3149.586994636891,3770.457090789981,1439.4624090408174,3410.1220073001555
"[  9.12182192 203.02623566 229.02199078 ... -79.83505394   3.97585368
 107.3954278 ]",1204.5525960874838,3362.1678897869833,2736.2786120919036,3470.3988454816135,3150.5861639858977
"[  3.26656549 242.46527305 255.07771355 ...   3.04256416  76.40186301
  12.90907218]",2257.0385777151787,1460.6836885327743,4500.449611586487,3703.6915128453084,3362.4758243532306
"[ -0.62834787 185.8161627  142.18615898 ...  -4.82729714  84.67409226
  93.06261869]",2707.672412929778,2694.927332875325,2331.5964225213024,1413.1874220894326,4600.512797471916
"[  -8.86590386  170.17120196  210.14387872 ...  -71.02509896 -155.14487254
 -151.21601741]",3359.0395379972747,2272.201147883385,3507.8793482969654,1823.94512471931,1470.843914533426
"[ -2.17107237 123.8215769  149.88110928 ... 197.86783045 160.46771483
 110.19557681]",788.1962601639805,357.1734067608151,3586.825242774615,513.5464390709888,835.1815398747775
"[  0.6538108  229.36777791 202.32469176 ...  89.96430403 -12.39666179
 -64.72472369]",1451.5283099126627,956.1298068926064,2017.9901505551618,3571.1653168046682,4705.944763572954
